# {"t_start": 1558624500.1182334, "env_id": "HalfCheetah-v3"} 
r,l,t
3958.820453,1000,7720.741661
3045.15147,1000,7723.020617
3676.025496,1000,7729.688114
3661.370312,1000,7732.052992
3024.897975,1000,7738.863176
3713.15421,1000,7741.134215
3686.806493,1000,7747.959875
3194.055611,1000,7750.354982
3440.761535,1000,7757.114054
3503.669665,1000,7759.394705
3314.842092,1000,7766.092496
3622.458138,1000,7768.414746
3838.383196,1000,7775.121203
3838.255072,1000,7777.572073
3479.092027,1000,7784.237264
3665.617735,1000,7786.730594
4006.846412,1000,7793.41254
3811.661143,1000,7795.707911
4172.036982,1000,7802.456563
3525.46762,1000,7804.961689
4161.588279,1000,7811.76604
3904.131517,1000,7814.087201
3838.131333,1000,7820.843282
4101.589554,1000,7823.020593
3714.528684,1000,7829.894675
4048.253773,1000,7832.370349
3176.591596,1000,7839.236356
3751.657558,1000,7841.618108
3428.120596,1000,7848.43096
3892.304441,1000,7850.696653
4061.324646,1000,7857.530305
3568.778716,1000,7859.980522
4124.287655,1000,7866.880513
3182.862186,1000,7869.221395
4074.870837,1000,7875.963306
3672.638999,1000,7878.266401
3834.410784,1000,7885.066967
3965.4868,1000,7887.349206
3647.287519,1000,7894.120349
3612.949763,1000,7896.490869
4176.287032,1000,7903.299102
3098.538719,1000,7905.576163
3939.47362,1000,7912.380691
3740.375834,1000,7914.830106
3935.926383,1000,7921.727313
3720.704959,1000,7923.990404
3678.642695,1000,7930.80401
4454.933238,1000,7933.051577
3935.737926,1000,7939.90863
3824.777546,1000,7942.37211
3567.979786,1000,7949.31183
3783.445104,1000,7951.621975
3784.011951,1000,7958.434911
4212.700646,1000,7960.704826
3619.456597,1000,7967.529323
3835.601614,1000,7969.898171
3973.865613,1000,7976.623612
3898.992002,1000,7978.794089
3787.941278,1000,7985.64812
3916.86368,1000,7988.063995
4071.833972,1000,7994.855556
4023.582613,1000,7997.210454
3904.50643,1000,8004.10773
3923.170131,1000,8006.364282
4471.382599,1000,8013.355292
3959.164715,1000,8015.748212
3623.060685,1000,8022.629888
3932.035536,1000,8024.929461
3309.309673,1000,8031.751946
3577.428942,1000,8034.128851
4120.40316,1000,8040.935611
3681.635513,1000,8043.101094
3810.238264,1000,8049.974838
3588.050838,1000,8052.313864
4472.771457,1000,8059.248273
3696.437743,1000,8061.653573
3673.759213,1000,8068.640933
3539.343315,1000,8071.129488
3645.845093,1000,8077.991122
3828.247439,1000,8080.426678
4208.568593,1000,8087.336642
4024.994911,1000,8089.660949
4086.205368,1000,8096.539531
4065.652649,1000,8099.01125
3669.057373,1000,8106.021693
3224.573657,1000,8108.257459
3356.251778,1000,8115.205708
3558.437405,1000,8117.476421
3477.617051,1000,8124.283631
3819.001925,1000,8126.635081
4076.897551,1000,8133.61068
3396.37454,1000,8135.888019
3036.102642,1000,8142.812313
3843.812729,1000,8145.154382
3120.044573,1000,8152.093647
4293.801861,1000,8154.4193
3586.869272,1000,8161.427945
3408.442908,1000,8163.652496
4336.646012,1000,8170.555455
3976.579686,1000,8173.000166
4065.804941,1000,8179.986826
3217.805508,1000,8182.375405
3741.796531,1000,8189.415226
3372.260928,1000,8191.739574
3587.056881,1000,8198.619598
4215.004256,1000,8200.891221
4122.805667,1000,8208.005516
4121.014714,1000,8210.378734
3631.244953,1000,8217.406306
3784.426028,1000,8219.823146
4029.000971,1000,8226.749247
3755.860825,1000,8229.089697
4127.428441,1000,8236.198665
3490.251346,1000,8238.5312
3739.437049,1000,8245.534465
3817.255271,1000,8247.817241
3655.581485,1000,8254.723468
4011.336864,1000,8257.169548
4029.509326,1000,8264.186823
3857.48842,1000,8266.521582
3322.873549,1000,8273.634565
3912.100214,1000,8276.010064
3892.77581,1000,8282.965215
4068.889768,1000,8285.302269
3408.282763,1000,8292.430886
4003.504918,1000,8294.588756
3825.216882,1000,8301.631293
3887.413095,1000,8304.115184
4108.494362,1000,8311.125023
3550.91269,1000,8313.422283
3727.33481,1000,8320.361083
4107.618519,1000,8322.763647
3661.325288,1000,8329.760988
3780.026634,1000,8332.205082
4133.524771,1000,8339.182419
4202.577376,1000,8341.580599
4196.166047,1000,8348.724291
3951.387126,1000,8350.937397
4222.081446,1000,8358.132966
4118.792477,1000,8360.474115
3980.519773,1000,8367.605491
4290.489986,1000,8369.811523
4083.761706,1000,8376.768411
4259.333743,1000,8379.040383
4278.704181,1000,8386.026869
3633.202253,1000,8388.251236
3768.602247,1000,8395.397475
3812.986794,1000,8397.692028
3924.521428,1000,8404.726694
3878.812868,1000,8407.135644
4116.137895,1000,8414.207607
4102.877298,1000,8416.54123
4483.791028,1000,8423.635701
4340.324779,1000,8426.02111
4081.589514,1000,8433.081162
3856.911109,1000,8435.47013
4319.615889,1000,8442.566939
4163.799741,1000,8444.720057
4397.899475,1000,8451.721007
4536.660919,1000,8454.030885
3933.334321,1000,8461.257623
4349.449086,1000,8463.669865
4280.807043,1000,8470.446881
4454.396175,1000,8472.509081
4406.248644,1000,8479.437091
4239.395683,1000,8481.604967
4301.767992,1000,8488.593429
4199.435734,1000,8490.99151
4416.164244,1000,8498.010142
4228.023803,1000,8500.245991
4178.670719,1000,8507.374214
4542.14195,1000,8509.640729
4570.195647,1000,8516.723155
4182.086742,1000,8519.042977
4474.195835,1000,8526.17623
4214.879628,1000,8528.463058
4592.625491,1000,8535.663448
4155.575218,1000,8537.929777
4567.366821,1000,8545.049577
4235.899076,1000,8547.448195
4408.858414,1000,8554.610297
4355.403611,1000,8557.047621
4250.647454,1000,8564.097686
4427.580256,1000,8566.462223
4311.962523,1000,8573.354403
4175.130024,1000,8575.63865
3894.103733,1000,8582.771413
4542.857459,1000,8585.09485
4238.177989,1000,8592.232194
4173.604424,1000,8594.606972
4316.186652,1000,8601.810214
4281.299808,1000,8604.136658
4176.376078,1000,8611.263778
4297.544,1000,8613.508169
4389.527915,1000,8620.573208
4167.035775,1000,8622.994485
4298.384632,1000,8630.02279
4296.942856,1000,8632.37706
4335.191736,1000,8639.41401
4035.952973,1000,8641.617673
4520.66929,1000,8648.838027
4038.237052,1000,8651.125715
4167.382424,1000,8658.315261
4115.914836,1000,8660.455894
4086.461462,1000,8667.634644
3602.203607,1000,8670.045335
4318.843178,1000,8677.030725
4284.513735,1000,8679.425316
4435.214247,1000,8686.558422
4492.964469,1000,8688.962954
4199.051721,1000,8696.239174
4088.411452,1000,8698.488547
3972.136695,1000,8705.790487
4226.064001,1000,8708.008743
4203.237227,1000,8715.173403
3998.791077,1000,8717.413495
4482.702908,1000,8724.633101
4238.273299,1000,8727.106345
3989.194332,1000,8734.260949
4438.820103,1000,8736.512031
4262.437731,1000,8743.639463
3974.78621,1000,8745.769511
4203.00136,1000,8752.811764
4112.139194,1000,8755.14835
3919.480591,1000,8762.455558
4072.402342,1000,8764.917677
4093.655676,1000,8772.271424
4326.287779,1000,8774.631563
4019.216198,1000,8781.779463
4398.518336,1000,8784.16002
4250.379968,1000,8791.357451
3872.100473,1000,8793.686426
4106.321973,1000,8800.776114
3970.242022,1000,8803.008717
3825.439541,1000,8810.308444
4065.28421,1000,8812.721809
4193.41114,1000,8819.940514
3966.896938,1000,8822.361357
3735.915497,1000,8829.584973
4061.545067,1000,8831.726428
4189.254504,1000,8838.976585
4120.042696,1000,8841.37041
4165.85623,1000,8848.732586
3916.68809,1000,8851.105222
3884.290907,1000,8858.340375
4127.538646,1000,8860.596374
4149.322365,1000,8867.710477
4074.707284,1000,8870.084752
3784.129987,1000,8877.233616
4236.527234,1000,8879.566111
4029.676322,1000,8886.791372
3884.328237,1000,8889.265362
4087.268858,1000,8896.382554
4027.819066,1000,8898.755514
4032.274105,1000,8905.78085
4326.610894,1000,8908.015753
3970.323294,1000,8915.128601
3958.207317,1000,8917.535469
3868.622651,1000,8924.738165
3634.964137,1000,8927.050702
3993.611253,1000,8934.317134
4095.048082,1000,8936.621102
4006.55499,1000,8943.920238
4033.02366,1000,8946.201589
4093.489302,1000,8953.623373
4145.110323,1000,8956.148574
3698.758534,1000,8963.591972
4043.830127,1000,8966.032594
4065.520286,1000,8973.494431
4194.687796,1000,8975.772568
4218.683845,1000,8983.017475
4199.363633,1000,8985.436567
4165.943966,1000,8992.76914
4279.31254,1000,8995.295641
4169.230256,1000,9002.636171
3966.793491,1000,9004.96227
3847.668534,1000,9012.224847
3986.953241,1000,9014.494416
4275.927162,1000,9021.906682
3998.979459,1000,9024.121307
3743.488198,1000,9031.53602
4379.424633,1000,9033.795014
3969.905203,1000,9041.1236
3842.360812,1000,9043.472166
4152.6249,1000,9050.686465
3864.142264,1000,9052.913659
3805.169947,1000,9060.274618
4043.956171,1000,9062.429365
4037.968301,1000,9069.725396
4164.916799,1000,9072.252611
4246.675602,1000,9079.711642
3704.671109,1000,9081.98155
3855.227719,1000,9089.379523
3925.38308,1000,9091.627199
4257.789151,1000,9098.965235
4018.429346,1000,9101.176433
4135.427892,1000,9108.438028
4179.4475,1000,9110.721126
4216.743346,1000,9118.247199
4100.478385,1000,9120.548376
4163.698664,1000,9128.041471
4425.290236,1000,9130.496007
4151.25211,1000,9137.86828
3893.894167,1000,9140.29068
4271.792161,1000,9147.610421
4158.676411,1000,9149.833783
3795.273662,1000,9157.20374
4100.552272,1000,9159.523921
4141.61493,1000,9167.012043
3977.205756,1000,9169.240493
3904.01507,1000,9176.704153
4221.670547,1000,9178.976545
3896.202686,1000,9186.375647
4017.055218,1000,9188.708742
4242.05887,1000,9196.005975
4148.570332,1000,9198.510289
4215.171784,1000,9205.835158
4147.59602,1000,9207.997203
4528.622751,1000,9215.487731
4206.440031,1000,9217.803478
4153.089829,1000,9225.384613
3896.445859,1000,9227.900178
4214.108297,1000,9235.271503
4190.47522,1000,9237.684825
4145.429654,1000,9245.125381
4115.110525,1000,9247.615223
4460.811521,1000,9254.991434
3904.605319,1000,9257.21786
4322.551312,1000,9264.491315
3993.913695,1000,9266.70848
4049.526027,1000,9274.127083
4426.741188,1000,9276.29199
4206.154895,1000,9283.689782
4072.559017,1000,9285.96066
3926.520145,1000,9293.264937
3968.686354,1000,9295.782949
4318.815624,1000,9303.294903
4306.582839,1000,9305.57592
4268.998617,1000,9313.03072
4217.941291,1000,9315.459034
4260.923846,1000,9322.934284
4130.766154,1000,9325.345521
4331.223891,1000,9332.791799
4169.982116,1000,9335.284945
4332.755998,1000,9342.786968
4344.564076,1000,9345.007082
4211.083642,1000,9352.428915
4214.896173,1000,9354.755636
3980.68682,1000,9362.124531
4009.337827,1000,9364.580997
4177.415613,1000,9372.188526
4426.376924,1000,9374.671789
4408.375313,1000,9382.019858
4200.785239,1000,9384.281765
4279.213466,1000,9391.899145
4250.777349,1000,9394.33105
4105.083873,1000,9401.79732
4145.810856,1000,9404.241508
4300.347854,1000,9411.898932
4060.804692,1000,9414.332207
4148.379949,1000,9421.764862
4070.513049,1000,9424.128647
3568.127449,1000,9431.512404
4221.924834,1000,9433.858463
4149.718626,1000,9441.47081
3463.349781,1000,9443.724659
4102.2044,1000,9451.244
4165.592836,1000,9453.527461
4372.109488,1000,9461.042067
4086.390204,1000,9463.506549
4174.189862,1000,9470.997
4471.319836,1000,9473.439286
4169.966349,1000,9480.815834
4114.294869,1000,9483.046127
4310.120971,1000,9490.62123
4134.802051,1000,9492.869194
4010.050895,1000,9500.52556
4379.116192,1000,9502.753743
4037.938873,1000,9510.359201
4251.850554,1000,9512.672869
4099.220945,1000,9520.122169
3971.502787,1000,9522.537451
4073.123378,1000,9530.129177
4183.482473,1000,9532.575994
4403.966278,1000,9540.230716
4067.682569,1000,9542.608605
3600.333503,1000,9550.2925
4297.303024,1000,9552.511047
4249.345889,1000,9560.18834
4090.032896,1000,9562.479259
4010.15311,1000,9570.111231
4207.683649,1000,9572.46744
4081.739121,1000,9580.093216
4097.016935,1000,9582.316101
3750.371468,1000,9590.0311
3961.483034,1000,9592.449028
4062.941888,1000,9600.037009
4252.688545,1000,9602.241405
4193.069506,1000,9609.785671
4086.031992,1000,9611.950585
4088.391687,1000,9619.454031
4350.414299,1000,9621.717149
4105.003711,1000,9629.306577
4041.264615,1000,9631.657458
4321.605907,1000,9639.210092
4168.018462,1000,9641.481679
4066.818789,1000,9649.104091
3872.019222,1000,9651.504198
4041.028367,1000,9659.135702
4117.672946,1000,9661.661243
4032.29722,1000,9669.239974
4001.262471,1000,9671.559936
4244.971669,1000,9679.068367
3940.809793,1000,9681.480201
3976.387284,1000,9689.181656
4085.887878,1000,9691.616101
3828.138616,1000,9699.359632
3679.387941,1000,9701.756575
4259.698811,1000,9709.257477
4126.75513,1000,9711.592971
4037.825796,1000,9719.0783
4043.960014,1000,9721.254466
4123.388279,1000,9729.025293
3963.80178,1000,9731.53791
4122.691756,1000,9739.149213
4183.986178,1000,9741.621056
4369.318938,1000,9749.317765
4307.279577,1000,9751.509169
4084.430631,1000,9759.046573
4271.142085,1000,9761.518399
4033.537283,1000,9769.230216
4180.661501,1000,9771.62111
4352.138138,1000,9779.406271
4251.794151,1000,9781.829763
4175.107864,1000,9789.434548
4019.134915,1000,9791.947336
4035.295894,1000,9799.649163
3755.889153,1000,9802.18849
4198.524309,1000,9809.699047
4159.781789,1000,9812.047347
4363.732752,1000,9819.790461
4058.286957,1000,9822.071134
4202.645839,1000,9829.740825
4206.291822,1000,9832.102344
3832.26326,1000,9839.788076
3924.014587,1000,9842.197201
4103.885446,1000,9849.918345
4185.114541,1000,9852.289326
3659.96574,1000,9859.978625
4363.985347,1000,9862.300102
4349.103424,1000,9869.844841
4244.827381,1000,9872.114213
4276.141957,1000,9879.931278
4320.576013,1000,9882.442899
4328.18884,1000,9890.133684
4235.581018,1000,9892.339904
4366.872109,1000,9900.082469
3934.952893,1000,9902.512742
4237.073494,1000,9910.373338
4188.51257,1000,9912.927171
4156.466326,1000,9920.591003
4263.756198,1000,9922.984122
4258.43208,1000,9930.590154
4208.190252,1000,9932.961268
3996.656571,1000,9940.557663
3991.409967,1000,9942.77064
3888.99659,1000,9950.567512
4168.581525,1000,9952.845536
3904.38159,1000,9960.659264
4105.797671,1000,9962.988036
4123.751376,1000,9970.776899
4149.700584,1000,9972.973744
4361.35798,1000,9980.688555
4161.246111,1000,9983.030106
4164.185712,1000,9990.820086
4020.915132,1000,9993.248715
3832.98831,1000,10000.856779
4102.466067,1000,10003.410578
4279.582781,1000,10011.162651
3958.387262,1000,10013.609659
3879.115209,1000,10021.465641
4104.82863,1000,10023.820985
4072.205436,1000,10031.555211
4385.217754,1000,10033.88409
4151.670973,1000,10041.611573
4162.102831,1000,10044.141086
4392.354551,1000,10052.027439
4326.031439,1000,10054.291504
4261.449285,1000,10062.108184
4006.602739,1000,10064.642386
4126.704859,1000,10072.363262
4135.921993,1000,10074.631202
3930.8956,1000,10082.544938
4247.937614,1000,10085.010031
3974.667481,1000,10092.748786
3570.914736,1000,10095.158639
3978.852521,1000,10102.950864
3946.47955,1000,10105.269689
4126.591772,1000,10113.14211
4190.328223,1000,10115.37963
3838.245589,1000,10123.146634
3945.374071,1000,10125.4367
4038.79461,1000,10133.145833
4102.260861,1000,10135.549681
4073.668378,1000,10143.31804
3955.986373,1000,10145.753199
4012.990789,1000,10153.435859
3645.659925,1000,10155.742532
4236.734856,1000,10163.579962
4161.358847,1000,10166.08041
4377.563412,1000,10173.884127
4161.923846,1000,10176.290112
4301.470856,1000,10184.207457
4149.306991,1000,10186.691611
4317.435659,1000,10194.424645
4089.22214,1000,10196.90544
3939.945032,1000,10204.565227
4224.865062,1000,10207.055124
3961.269319,1000,10214.763108
3938.082252,1000,10217.160392
4217.375086,1000,10224.91309
4150.96693,1000,10227.131424
4108.441297,1000,10235.126008
3902.331225,1000,10237.406503
3672.332039,1000,10245.234753
4023.913529,1000,10247.648521
3953.255483,1000,10255.421745
4004.669216,1000,10257.792114
4229.951501,1000,10265.515503
4050.136251,1000,10268.005216
3831.539781,1000,10276.007948
4302.284254,1000,10278.472196
3895.73438,1000,10286.317214
4053.375101,1000,10288.727484
4160.455292,1000,10296.761635
4177.333398,1000,10299.184458
4037.0501,1000,10307.182402
4251.968667,1000,10309.752536
4159.369796,1000,10317.559741
3964.290785,1000,10319.782637
4199.219142,1000,10327.585492
3664.937206,1000,10329.902679
4117.594319,1000,10337.726213
4061.032881,1000,10339.903838
4148.72064,1000,10347.83026
4304.880195,1000,10350.408298
4080.493152,1000,10358.238177
4118.839619,1000,10360.699261
3938.417886,1000,10368.654039
4128.086876,1000,10371.081126
4086.772115,1000,10378.801139
4018.898734,1000,10381.055328
4183.650831,1000,10388.904911
3587.146017,1000,10391.185008
4127.164009,1000,10399.137286
4004.205662,1000,10401.352131
3880.175705,1000,10409.374052
4068.631051,1000,10411.926939
4005.836845,1000,10419.798304
4171.690974,1000,10422.051263
3972.379242,1000,10429.737496
4183.352013,1000,10432.119092
4154.980472,1000,10439.973347
4071.887208,1000,10442.350013
4274.981564,1000,10450.209067
4013.073613,1000,10452.61948
4167.772356,1000,10460.627987
3935.716014,1000,10462.959315
4050.288897,1000,10470.987583
3886.644321,1000,10473.317396
4146.987866,1000,10481.202422
4154.129089,1000,10483.582765
3844.23997,1000,10491.474115
4170.940764,1000,10493.908216
3486.093546,1000,10501.889011
3790.900602,1000,10504.13332
4098.958138,1000,10512.114937
3742.95596,1000,10514.488105
3819.494698,1000,10522.526646
3930.592936,1000,10525.071952
4143.967635,1000,10532.9283
4268.376839,1000,10535.405766
4101.992238,1000,10543.295187
4320.412586,1000,10545.590373
4035.149251,1000,10553.435477
4004.988737,1000,10555.685141
3961.103976,1000,10563.563132
4172.344775,1000,10565.994172
3891.986678,1000,10573.91999
4013.35112,1000,10576.360474
4181.022663,1000,10584.342502
4029.913206,1000,10586.52524
4023.255193,1000,10594.530562
3683.564077,1000,10597.00039
3910.091615,1000,10605.065585
3743.609576,1000,10607.526915
4074.300447,1000,10615.626173
4140.768493,1000,10617.899449
4274.643674,1000,10625.895611
3999.258557,1000,10628.456481
3801.089667,1000,10636.293391
4172.3428,1000,10638.704563
4315.816589,1000,10646.548294
4277.20596,1000,10648.913374
3907.731326,1000,10656.987546
4032.037178,1000,10659.35994
4247.312763,1000,10667.333131
4234.429575,1000,10669.794479
3984.030405,1000,10677.76118
4168.781534,1000,10680.207338
4245.964281,1000,10688.011358
3780.049085,1000,10690.435807
4264.649897,1000,10698.400913
4389.146576,1000,10700.695397
4247.616958,1000,10708.713572
3670.578064,1000,10711.168133
4228.902698,1000,10719.199392
4228.871106,1000,10721.756466
3927.46782,1000,10729.952666
4114.346026,1000,10732.1902
4008.15759,1000,10740.247434
4422.876506,1000,10742.575566
4292.857083,1000,10750.745857
4223.077654,1000,10753.045542
4083.114419,1000,10760.9819
4054.132075,1000,10763.457527
4031.101529,1000,10771.360194
4071.0537,1000,10773.739424
4171.162262,1000,10781.814619
4070.874536,1000,10784.188633
3837.306617,1000,10792.025202
4100.817336,1000,10794.476209
4092.30809,1000,10802.686225
3995.796099,1000,10805.001451
3737.520949,1000,10812.914447
4144.706669,1000,10815.086774
3952.282661,1000,10822.940355
3953.73489,1000,10825.326048
4210.42614,1000,10833.446473
3959.031274,1000,10835.7598
4163.126909,1000,10843.795695
4329.145246,1000,10846.226322
4077.690709,1000,10854.246151
4182.938419,1000,10856.677919
3850.782743,1000,10864.757801
4057.292157,1000,10867.213771
4007.083771,1000,10875.389721
4311.767767,1000,10877.816958
4331.352314,1000,10885.725226
4096.211603,1000,10888.255376
4129.421302,1000,10896.453904
3873.348476,1000,10898.81912
3403.884831,1000,10906.908901
3895.62279,1000,10909.445563
3874.332728,1000,10917.312229
3659.957091,1000,10919.707698
3999.752259,1000,10927.940284
4010.021516,1000,10930.393769
4219.704561,1000,10938.576969
4272.083069,1000,10940.938802
4216.566329,1000,10948.900541
4131.756597,1000,10951.08579
3890.409667,1000,10959.110142
3752.534229,1000,10961.545547
4182.589222,1000,10969.506723
4133.317015,1000,10971.893171
4145.459265,1000,10980.087357
4276.100187,1000,10982.518173
3903.120008,1000,10990.543614
4000.015338,1000,10992.798267
3984.486925,1000,11000.779491
3771.820785,1000,11002.975971
4136.955106,1000,11011.063046
3839.859829,1000,11013.513959
4206.599504,1000,11021.553523
4176.109434,1000,11023.985783
4227.522877,1000,11032.105069
4297.664387,1000,11034.444757
4143.860357,1000,11042.634724
4235.921009,1000,11044.864858
4178.950703,1000,11053.141217
3919.593187,1000,11055.702303
3768.455948,1000,11063.840835
3786.306653,1000,11066.234243
3768.913199,1000,11074.275076
3894.831191,1000,11076.789096
4082.459828,1000,11084.784474
4198.343994,1000,11087.080608
4041.104183,1000,11095.096078
4238.821951,1000,11097.49067
3794.77226,1000,11105.736449
4170.777724,1000,11108.003422
4184.616162,1000,11116.313712
4055.821741,1000,11118.778039
4214.943851,1000,11127.087166
4135.158838,1000,11129.639202
4246.080594,1000,11137.823183
3909.361532,1000,11140.1598
3920.786072,1000,11148.252907
3906.559707,1000,11150.629966
3977.148036,1000,11158.729079
4112.866687,1000,11161.116197
4460.439784,1000,11169.213793
4107.160639,1000,11171.568499
4400.783275,1000,11179.669156
4268.122959,1000,11182.028177
4169.203283,1000,11190.058383
4148.61435,1000,11192.593391
4071.56459,1000,11200.875697
4317.440406,1000,11203.415267
4223.472472,1000,11211.735966
4162.931693,1000,11214.008078
4172.622262,1000,11222.333748
4307.732687,1000,11224.862714
4079.786346,1000,11233.146917
4107.801746,1000,11235.414216
4316.869937,1000,11243.665087
4013.620153,1000,11246.022064
4178.725253,1000,11254.101604
4255.584532,1000,11256.625618
4210.036772,1000,11264.910751
4343.789457,1000,11267.229441
4216.012933,1000,11275.219745
4298.881969,1000,11277.669498
4348.249788,1000,11285.824474
4316.899506,1000,11288.185913
4256.143489,1000,11296.432327
4220.757508,1000,11298.991455
4261.37213,1000,11307.037351
4049.165555,1000,11309.364195
4171.143161,1000,11317.813622
4140.130586,1000,11320.379523
3918.795363,1000,11328.749897
4216.140265,1000,11331.321614
4033.476493,1000,11339.474447
4214.133798,1000,11341.857491
3860.506595,1000,11350.245674
3991.968338,1000,11352.564821
3903.708835,1000,11360.745384
4435.137489,1000,11363.025521
4340.341814,1000,11371.063666
4532.770943,1000,11373.446077
4131.519636,1000,11381.851475
4042.217226,1000,11384.394217
4154.85648,1000,11392.665182
4243.214288,1000,11395.154661
4339.186681,1000,11403.309891
4234.78042,1000,11405.826287
4241.151771,1000,11414.114664
3900.583027,1000,11416.28712
3916.990918,1000,11424.481116
4157.874787,1000,11426.737113
4253.540285,1000,11435.130296
4296.361947,1000,11437.560785
3964.644981,1000,11445.749464
4224.591013,1000,11447.921436
4134.544118,1000,11456.075427
3999.173384,1000,11458.54843
3971.918588,1000,11466.860105
4218.157782,1000,11469.370893
4234.77656,1000,11477.736094
4226.484267,1000,11480.183271
4100.347286,1000,11488.37313
4011.939992,1000,11490.787749
4199.633424,1000,11499.153755
3888.693585,1000,11501.578683
